STATE,STATE_FIPS,YEAR,EVENT_TYPE,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,BEGIN_LAT,BEGIN_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE
SOUTH CAROLINA,45,2024,Flash Flood,0,0,0,0,0.00K,32.8124,-80.7885,"Debby first developed into a tropical storm about 100 miles west-southwest of Key West, Florida late afternoon on August 3rd, then gradually strengthened to a strong tropical storm while tracking north across the eastern Gulf of Mexico on August 4th. Debby then reached hurricane force strength late on August 4th about 100 miles west-northwest of Tampa, before continuing a north-northeast track across the eastern Gulf of Mexico and eventually making landfall near the Big Bend area of Florida as a Category 1 Hurricane during the morning of August 5th. Debby continued inland and weakened to a tropical storm while tracking northeast across northern Florida later on August 5th, then continued a gradual weakening trend while tracking across Southeast Georgia as a tropical storm (45 mph) before slowly emerging off the Southeast Coast at tropical storm strength (40 mph) near Tybee Island, Georgia on August 6th. Debby then tracked east and farther offshore early August 7th, then turned north and became a strong tropical storm (60 mph) over the Gulf Stream later that morning, before taking a more north-northwest track back toward the Southeast Coast and making landfall near Awendaw/Bulls Bay, South Carolina as a tropical storm (50 mph) around 2 AM on August 8th. A minimum surface pressure of 994 mb was recorded at Sullivan���s Island (XSLV), South Carolina prior to Debby making landfall. After landfall, Debby continued on a north-northwest track across South Carolina as a tropical storm into mid day August 8th, before weakening to a depression later that day and continuing a north path across North Carolina and Virginia into early August 9th. ||Across Southeast South Carolina, the main impacts associated with Debby included flash flooding due to widespread heavy rainfall, several nighttime tornadoes within rainbands and scattered tree damage associated with near tropical storm force winds.  ||Prolonged heavy rainfall across Southeast South Carolina brought widespread flash flooding on August 5th and 6th, additional areas of flash flooding on August 7th, 8th and 9th, along with considerable and prolonged flooding of creeks, streams and main stem rivers for several days thereafter. Numerous homes and roads were flooded, leading to rescues and/or evacuations. Storm total rainfall amounts from August 4th to August 9th generally ranged between 4 to 22 inches with highest amounts across the Quad County Area (Berkeley, Dorchester, Charleston, Colleton) and particularly along a stretch from Summerville, Ridgeville, St George and Harleyville, South Carolina to Moncks Corner, South Carolina. A peak storm total rainfall of 22.02 inches was recorded by a CoCoRaHS observer approximately 6.6 miles southwest of Moncks Corner, South Carolina. A daily record rainfall of 4.71 inches was also set on August 6th at the Charleston International Airport (KCHS). Despite a large amount of rain and flash flooding, storm surge/coastal flooding did not lead to mentionable impacts locally. The highest water level at the Charleston (CHTS1) tide gauge was 1.06 ft MHHW during the evening of August 5th. No injuries or fatalities occurred with flash flooding/flooding.||Several rainbands associated with Debby brought 8 tornadoes (4 EF1 and 4 EF0) across coastal counties of Southeast South Carolina during the night of August 5th into early August 6th, causing damage to numerous trees and many structures. An EF1 tornado in Berkeley County caused 2 minor injuries when a car was flipped by the tornado. A total of 2 minor injuries and no fatalities occurred with tornadoes.  ||Tropical storm force winds/gusts produced scattered tree damage and communication/power outages across several counties. One minor injury occurred when a tree fell down on a vehicle in Beaufort County, South Carolina. Strongest winds were recorded across coastal areas and nearby coastal waters. The highest sustained tropical storm wind (39 knots) and highest tropical storm wind gust (55 knots) occurred at Folly Beach South End (XFSE), South Carolina. Across nearby coastal waters, the highest sustained tropical storm wind (44 knots) and highest tropical storm wind gust (51 knots) occurred at the Edisto Buoy (41004). A total of 1 minor injury and no fatalities occurred by tropical cyclone winds.",A video posted on social media showed two dikes at Crosbys Pond breached due to heavy rainfall and all water in the 20 acre pond rapidly draining into nearby Black Creek.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,1.00K,33.04,-80.4,Moderate levels of instability along with an afternoon sea breeze circulation led to thunderstorms capable of producing damaging winds.,A Colleton County emergency manager reported a tree down along Augusta Highway near the intersection with Peirce Road.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,1.00K,32.93,-80.67,Dry mid-level air arriving over high moisture levels near the surface led to a few thunderstorms capable of producing damaging wind gusts.,Colleton County Emergency Management reported a tree down on Longleaf Drive near Jefferies Highway.
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,2.25K,32.98,-80.49,Dry mid-level air arriving over high moisture levels near the surface led to a few thunderstorms capable of producing damaging wind gusts.,"Colleton County Emergency Management reported a tree and power lines down, blocking one lane near the intersection of Wesley Grove Road and Rehoboth Road."
SOUTH CAROLINA,45,2024,Tornado,0,0,0,0,NA,32.513,-80.313,"Debby first developed into a tropical storm about 100 miles west-southwest of Key West, Florida late afternoon on August 3rd, then gradually strengthened to a strong tropical storm while tracking north across the eastern Gulf of Mexico on August 4th. Debby then reached hurricane force strength late on August 4th about 100 miles west-northwest of Tampa, before continuing a north-northeast track across the eastern Gulf of Mexico and eventually making landfall near the Big Bend area of Florida as a Category 1 Hurricane during the morning of August 5th. Debby continued inland and weakened to a tropical storm while tracking northeast across northern Florida later on August 5th, then continued a gradual weakening trend while tracking across Southeast Georgia as a tropical storm (45 mph) before slowly emerging off the Southeast Coast at tropical storm strength (40 mph) near Tybee Island, Georgia on August 6th. Debby then tracked east and farther offshore early August 7th, then turned north and became a strong tropical storm (60 mph) over the Gulf Stream later that morning, before taking a more north-northwest track back toward the Southeast Coast and making landfall near Awendaw/Bulls Bay, South Carolina as a tropical storm (50 mph) around 2 AM on August 8th. A minimum surface pressure of 994 mb was recorded at Sullivan���s Island (XSLV), South Carolina prior to Debby making landfall. After landfall, Debby continued on a north-northwest track across South Carolina as a tropical storm into mid day August 8th, before weakening to a depression later that day and continuing a north path across North Carolina and Virginia into early August 9th. ||Across Southeast South Carolina, the main impacts associated with Debby included flash flooding due to widespread heavy rainfall, several nighttime tornadoes within rainbands and scattered tree damage associated with near tropical storm force winds.  ||Prolonged heavy rainfall across Southeast South Carolina brought widespread flash flooding on August 5th and 6th, additional areas of flash flooding on August 7th, 8th and 9th, along with considerable and prolonged flooding of creeks, streams and main stem rivers for several days thereafter. Numerous homes and roads were flooded, leading to rescues and/or evacuations. Storm total rainfall amounts from August 4th to August 9th generally ranged between 4 to 22 inches with highest amounts across the Quad County Area (Berkeley, Dorchester, Charleston, Colleton) and particularly along a stretch from Summerville, Ridgeville, St George and Harleyville, South Carolina to Moncks Corner, South Carolina. A peak storm total rainfall of 22.02 inches was recorded by a CoCoRaHS observer approximately 6.6 miles southwest of Moncks Corner, South Carolina. A daily record rainfall of 4.71 inches was also set on August 6th at the Charleston International Airport (KCHS). Despite a large amount of rain and flash flooding, storm surge/coastal flooding did not lead to mentionable impacts locally. The highest water level at the Charleston (CHTS1) tide gauge was 1.06 ft MHHW during the evening of August 5th. No injuries or fatalities occurred with flash flooding/flooding.||Several rainbands associated with Debby brought 8 tornadoes (4 EF1 and 4 EF0) across coastal counties of Southeast South Carolina during the night of August 5th into early August 6th, causing damage to numerous trees and many structures. An EF1 tornado in Berkeley County caused 2 minor injuries when a car was flipped by the tornado. A total of 2 minor injuries and no fatalities occurred with tornadoes.  ||Tropical storm force winds/gusts produced scattered tree damage and communication/power outages across several counties. One minor injury occurred when a tree fell down on a vehicle in Beaufort County, South Carolina. Strongest winds were recorded across coastal areas and nearby coastal waters. The highest sustained tropical storm wind (39 knots) and highest tropical storm wind gust (55 knots) occurred at Folly Beach South End (XFSE), South Carolina. Across nearby coastal waters, the highest sustained tropical storm wind (44 knots) and highest tropical storm wind gust (51 knots) occurred at the Edisto Buoy (41004). A total of 1 minor injury and no fatalities occurred by tropical cyclone winds.","A National Weather Service Storm Survey Team confirmed an EF1 tornado with an estimated maximum wind speed of 97 mph in Edisto Island, South Carolina occurring from 835 PM to 845 PM EST. The tornado started in Colleton County, then briefly tracked across a small portion of Charleston County, then briefly returned back into Colleton County before crossing into Charleston County once more and quickly ending. ||Along the tornado's second segment, it entered Charleston County from Colleton County at a latitude/longitude of 32.513 N, 80.313 W, moving north-northwest from a marsh region and snapping many hardwood trees and also uprooting some trees along Palmetto Road. From Palmetto Road, the tornado continued on a northwest path over Fishing Creek Drive. At this location, the tornado caused considerable damage to several homes, removing the entire roof of at least three homes and part of the roof decking to at least one more. The tornado was given its highest EF1 rating in this area, with maximum winds estimated to be 97 mph. The tornado then continued northwest across a marshy area before entering Colleton County at a latitude/longitude of 32.517 N, 80.320 W."
SOUTH CAROLINA,45,2024,Tornado,0,0,0,0,NA,32.8,-80.035,"Debby first developed into a tropical storm about 100 miles west-southwest of Key West, Florida late afternoon on August 3rd, then gradually strengthened to a strong tropical storm while tracking north across the eastern Gulf of Mexico on August 4th. Debby then reached hurricane force strength late on August 4th about 100 miles west-northwest of Tampa, before continuing a north-northeast track across the eastern Gulf of Mexico and eventually making landfall near the Big Bend area of Florida as a Category 1 Hurricane during the morning of August 5th. Debby continued inland and weakened to a tropical storm while tracking northeast across northern Florida later on August 5th, then continued a gradual weakening trend while tracking across Southeast Georgia as a tropical storm (45 mph) before slowly emerging off the Southeast Coast at tropical storm strength (40 mph) near Tybee Island, Georgia on August 6th. Debby then tracked east and farther offshore early August 7th, then turned north and became a strong tropical storm (60 mph) over the Gulf Stream later that morning, before taking a more north-northwest track back toward the Southeast Coast and making landfall near Awendaw/Bulls Bay, South Carolina as a tropical storm (50 mph) around 2 AM on August 8th. A minimum surface pressure of 994 mb was recorded at Sullivan���s Island (XSLV), South Carolina prior to Debby making landfall. After landfall, Debby continued on a north-northwest track across South Carolina as a tropical storm into mid day August 8th, before weakening to a depression later that day and continuing a north path across North Carolina and Virginia into early August 9th. ||Across Southeast South Carolina, the main impacts associated with Debby included flash flooding due to widespread heavy rainfall, several nighttime tornadoes within rainbands and scattered tree damage associated with near tropical storm force winds.  ||Prolonged heavy rainfall across Southeast South Carolina brought widespread flash flooding on August 5th and 6th, additional areas of flash flooding on August 7th, 8th and 9th, along with considerable and prolonged flooding of creeks, streams and main stem rivers for several days thereafter. Numerous homes and roads were flooded, leading to rescues and/or evacuations. Storm total rainfall amounts from August 4th to August 9th generally ranged between 4 to 22 inches with highest amounts across the Quad County Area (Berkeley, Dorchester, Charleston, Colleton) and particularly along a stretch from Summerville, Ridgeville, St George and Harleyville, South Carolina to Moncks Corner, South Carolina. A peak storm total rainfall of 22.02 inches was recorded by a CoCoRaHS observer approximately 6.6 miles southwest of Moncks Corner, South Carolina. A daily record rainfall of 4.71 inches was also set on August 6th at the Charleston International Airport (KCHS). Despite a large amount of rain and flash flooding, storm surge/coastal flooding did not lead to mentionable impacts locally. The highest water level at the Charleston (CHTS1) tide gauge was 1.06 ft MHHW during the evening of August 5th. No injuries or fatalities occurred with flash flooding/flooding.||Several rainbands associated with Debby brought 8 tornadoes (4 EF1 and 4 EF0) across coastal counties of Southeast South Carolina during the night of August 5th into early August 6th, causing damage to numerous trees and many structures. An EF1 tornado in Berkeley County caused 2 minor injuries when a car was flipped by the tornado. A total of 2 minor injuries and no fatalities occurred with tornadoes.  ||Tropical storm force winds/gusts produced scattered tree damage and communication/power outages across several counties. One minor injury occurred when a tree fell down on a vehicle in Beaufort County, South Carolina. Strongest winds were recorded across coastal areas and nearby coastal waters. The highest sustained tropical storm wind (39 knots) and highest tropical storm wind gust (55 knots) occurred at Folly Beach South End (XFSE), South Carolina. Across nearby coastal waters, the highest sustained tropical storm wind (44 knots) and highest tropical storm wind gust (51 knots) occurred at the Edisto Buoy (41004). A total of 1 minor injury and no fatalities occurred by tropical cyclone winds.","A National Weather Service Storm Survey Team confirmed an EF0 tornado with an estimated maximum wind speed of 77 mph in West Ashley, South Carolina occurring from 1114 PM to 1122 PM EST.||The tornado, associated with an outer rainband of Tropical Storm Debby, began near the Citadel Mall and Interstate 526, causing small limb debris. The tornado is suspected to have sporadically touched down as it continued northwest across a mostly uninhabited area along Henry Tecklenburg Drive, just south of Bon Secours Saint Francis Hospital. The tornado then continued northwest across Glenn McConnell Parkway where it snapped and uprooted some trees as it moved near Bairds Cove and Mary Ader Avenue. The tornado then crossed a marshy area of Long Branch Creek and snapped/uprooted a few more trees around Wicklowe Drive. The tornado then continued northwest, tracking south of Canterbury Woods over a heavily wooded area before it crossed Bees Ferry Road. The tornado then tracked along the southern edge of Shadowmoss Plantation Golf Club, where it snapped and uprooted a few more trees between Brogun Lane, McDougall Drive and Dunvegan Drive. The tornado then dissipated just south of Muirfield Parkway, just northwest of the Shadowmoss clubhouse."
SOUTH CAROLINA,45,2024,Thunderstorm Wind,0,0,0,0,1.00K,33,-80.57,Dry mid-level air arriving over high moisture levels near the surface led to a few thunderstorms capable of producing damaging wind gusts.,Colleton County Emergency Management reported a tree down near the intersection of Round O Road and Sidneys Road. The tree was blocking both lanes of the roadway.
SOUTH CAROLINA,45,2024,Tornado,0,0,0,0,NA,32.5023,-80.2962,"Debby first developed into a tropical storm about 100 miles west-southwest of Key West, Florida late afternoon on August 3rd, then gradually strengthened to a strong tropical storm while tracking north across the eastern Gulf of Mexico on August 4th. Debby then reached hurricane force strength late on August 4th about 100 miles west-northwest of Tampa, before continuing a north-northeast track across the eastern Gulf of Mexico and eventually making landfall near the Big Bend area of Florida as a Category 1 Hurricane during the morning of August 5th. Debby continued inland and weakened to a tropical storm while tracking northeast across northern Florida later on August 5th, then continued a gradual weakening trend while tracking across Southeast Georgia as a tropical storm (45 mph) before slowly emerging off the Southeast Coast at tropical storm strength (40 mph) near Tybee Island, Georgia on August 6th. Debby then tracked east and farther offshore early August 7th, then turned north and became a strong tropical storm (60 mph) over the Gulf Stream later that morning, before taking a more north-northwest track back toward the Southeast Coast and making landfall near Awendaw/Bulls Bay, South Carolina as a tropical storm (50 mph) around 2 AM on August 8th. A minimum surface pressure of 994 mb was recorded at Sullivan���s Island (XSLV), South Carolina prior to Debby making landfall. After landfall, Debby continued on a north-northwest track across South Carolina as a tropical storm into mid day August 8th, before weakening to a depression later that day and continuing a north path across North Carolina and Virginia into early August 9th. ||Across Southeast South Carolina, the main impacts associated with Debby included flash flooding due to widespread heavy rainfall, several nighttime tornadoes within rainbands and scattered tree damage associated with near tropical storm force winds.  ||Prolonged heavy rainfall across Southeast South Carolina brought widespread flash flooding on August 5th and 6th, additional areas of flash flooding on August 7th, 8th and 9th, along with considerable and prolonged flooding of creeks, streams and main stem rivers for several days thereafter. Numerous homes and roads were flooded, leading to rescues and/or evacuations. Storm total rainfall amounts from August 4th to August 9th generally ranged between 4 to 22 inches with highest amounts across the Quad County Area (Berkeley, Dorchester, Charleston, Colleton) and particularly along a stretch from Summerville, Ridgeville, St George and Harleyville, South Carolina to Moncks Corner, South Carolina. A peak storm total rainfall of 22.02 inches was recorded by a CoCoRaHS observer approximately 6.6 miles southwest of Moncks Corner, South Carolina. A daily record rainfall of 4.71 inches was also set on August 6th at the Charleston International Airport (KCHS). Despite a large amount of rain and flash flooding, storm surge/coastal flooding did not lead to mentionable impacts locally. The highest water level at the Charleston (CHTS1) tide gauge was 1.06 ft MHHW during the evening of August 5th. No injuries or fatalities occurred with flash flooding/flooding.||Several rainbands associated with Debby brought 8 tornadoes (4 EF1 and 4 EF0) across coastal counties of Southeast South Carolina during the night of August 5th into early August 6th, causing damage to numerous trees and many structures. An EF1 tornado in Berkeley County caused 2 minor injuries when a car was flipped by the tornado. A total of 2 minor injuries and no fatalities occurred with tornadoes.  ||Tropical storm force winds/gusts produced scattered tree damage and communication/power outages across several counties. One minor injury occurred when a tree fell down on a vehicle in Beaufort County, South Carolina. Strongest winds were recorded across coastal areas and nearby coastal waters. The highest sustained tropical storm wind (39 knots) and highest tropical storm wind gust (55 knots) occurred at Folly Beach South End (XFSE), South Carolina. Across nearby coastal waters, the highest sustained tropical storm wind (44 knots) and highest tropical storm wind gust (51 knots) occurred at the Edisto Buoy (41004). A total of 1 minor injury and no fatalities occurred by tropical cyclone winds.","A National Weather Service Storm Survey Team confirmed an EF1 tornado with an estimated maximum wind speed of 97 mph in Edisto Island, South Carolina occurring from 835 PM to 845 PM EST. The tornado started in Colleton County, then briefly tracked across a small portion of Charleston County, then briefly returned back into Colleton County before crossing into Charleston County again and ending.||The first segment of the tornado, which originated in an outer rainband associated with Tropical Storm Debby over the nearshore Atlantic waters, moved onshore at Edisto Beach, South Carolina near the intersection of Highway 174 and Palmetto Boulevard. At the location the tornado moved onshore, it removed roof decking, roof shingles and siding to several homes. The Enmarket gas station also had some roof damage and some air conditioning units thrown from the roof. The tornado then moved north-northwest over a marsh region, snapping many hardwood trees while leaving Colleton County and entering Charleston County at a latitude/longitude of 32.513 N, 80.313 W."
SOUTH CAROLINA,45,2024,Flash Flood,0,0,0,0,0.00K,32.292,-80.944,"Debby first developed into a tropical storm about 100 miles west-southwest of Key West, Florida late afternoon on August 3rd, then gradually strengthened to a strong tropical storm while tracking north across the eastern Gulf of Mexico on August 4th. Debby then reached hurricane force strength late on August 4th about 100 miles west-northwest of Tampa, before continuing a north-northeast track across the eastern Gulf of Mexico and eventually making landfall near the Big Bend area of Florida as a Category 1 Hurricane during the morning of August 5th. Debby continued inland and weakened to a tropical storm while tracking northeast across northern Florida later on August 5th, then continued a gradual weakening trend while tracking across Southeast Georgia as a tropical storm (45 mph) before slowly emerging off the Southeast Coast at tropical storm strength (40 mph) near Tybee Island, Georgia on August 6th. Debby then tracked east and farther offshore early August 7th, then turned north and became a strong tropical storm (60 mph) over the Gulf Stream later that morning, before taking a more north-northwest track back toward the Southeast Coast and making landfall near Awendaw/Bulls Bay, South Carolina as a tropical storm (50 mph) around 2 AM on August 8th. A minimum surface pressure of 994 mb was recorded at Sullivan���s Island (XSLV), South Carolina prior to Debby making landfall. After landfall, Debby continued on a north-northwest track across South Carolina as a tropical storm into mid day August 8th, before weakening to a depression later that day and continuing a north path across North Carolina and Virginia into early August 9th. ||Across Southeast South Carolina, the main impacts associated with Debby included flash flooding due to widespread heavy rainfall, several nighttime tornadoes within rainbands and scattered tree damage associated with near tropical storm force winds.  ||Prolonged heavy rainfall across Southeast South Carolina brought widespread flash flooding on August 5th and 6th, additional areas of flash flooding on August 7th, 8th and 9th, along with considerable and prolonged flooding of creeks, streams and main stem rivers for several days thereafter. Numerous homes and roads were flooded, leading to rescues and/or evacuations. Storm total rainfall amounts from August 4th to August 9th generally ranged between 4 to 22 inches with highest amounts across the Quad County Area (Berkeley, Dorchester, Charleston, Colleton) and particularly along a stretch from Summerville, Ridgeville, St George and Harleyville, South Carolina to Moncks Corner, South Carolina. A peak storm total rainfall of 22.02 inches was recorded by a CoCoRaHS observer approximately 6.6 miles southwest of Moncks Corner, South Carolina. A daily record rainfall of 4.71 inches was also set on August 6th at the Charleston International Airport (KCHS). Despite a large amount of rain and flash flooding, storm surge/coastal flooding did not lead to mentionable impacts locally. The highest water level at the Charleston (CHTS1) tide gauge was 1.06 ft MHHW during the evening of August 5th. No injuries or fatalities occurred with flash flooding/flooding.||Several rainbands associated with Debby brought 8 tornadoes (4 EF1 and 4 EF0) across coastal counties of Southeast South Carolina during the night of August 5th into early August 6th, causing damage to numerous trees and many structures. An EF1 tornado in Berkeley County caused 2 minor injuries when a car was flipped by the tornado. A total of 2 minor injuries and no fatalities occurred with tornadoes.  ||Tropical storm force winds/gusts produced scattered tree damage and communication/power outages across several counties. One minor injury occurred when a tree fell down on a vehicle in Beaufort County, South Carolina. Strongest winds were recorded across coastal areas and nearby coastal waters. The highest sustained tropical storm wind (39 knots) and highest tropical storm wind gust (55 knots) occurred at Folly Beach South End (XFSE), South Carolina. Across nearby coastal waters, the highest sustained tropical storm wind (44 knots) and highest tropical storm wind gust (51 knots) occurred at the Edisto Buoy (41004). A total of 1 minor injury and no fatalities occurred by tropical cyclone winds.",Law enforcement reported flood waters entering through the front door of a home along Broughton Circle.
SOUTH CAROLINA,45,2024,Flash Flood,0,0,0,0,0.00K,32.81,-80.016,"Debby first developed into a tropical storm about 100 miles west-southwest of Key West, Florida late afternoon on August 3rd, then gradually strengthened to a strong tropical storm while tracking north across the eastern Gulf of Mexico on August 4th. Debby then reached hurricane force strength late on August 4th about 100 miles west-northwest of Tampa, before continuing a north-northeast track across the eastern Gulf of Mexico and eventually making landfall near the Big Bend area of Florida as a Category 1 Hurricane during the morning of August 5th. Debby continued inland and weakened to a tropical storm while tracking northeast across northern Florida later on August 5th, then continued a gradual weakening trend while tracking across Southeast Georgia as a tropical storm (45 mph) before slowly emerging off the Southeast Coast at tropical storm strength (40 mph) near Tybee Island, Georgia on August 6th. Debby then tracked east and farther offshore early August 7th, then turned north and became a strong tropical storm (60 mph) over the Gulf Stream later that morning, before taking a more north-northwest track back toward the Southeast Coast and making landfall near Awendaw/Bulls Bay, South Carolina as a tropical storm (50 mph) around 2 AM on August 8th. A minimum surface pressure of 994 mb was recorded at Sullivan���s Island (XSLV), South Carolina prior to Debby making landfall. After landfall, Debby continued on a north-northwest track across South Carolina as a tropical storm into mid day August 8th, before weakening to a depression later that day and continuing a north path across North Carolina and Virginia into early August 9th. ||Across Southeast South Carolina, the main impacts associated with Debby included flash flooding due to widespread heavy rainfall, several nighttime tornadoes within rainbands and scattered tree damage associated with near tropical storm force winds.  ||Prolonged heavy rainfall across Southeast South Carolina brought widespread flash flooding on August 5th and 6th, additional areas of flash flooding on August 7th, 8th and 9th, along with considerable and prolonged flooding of creeks, streams and main stem rivers for several days thereafter. Numerous homes and roads were flooded, leading to rescues and/or evacuations. Storm total rainfall amounts from August 4th to August 9th generally ranged between 4 to 22 inches with highest amounts across the Quad County Area (Berkeley, Dorchester, Charleston, Colleton) and particularly along a stretch from Summerville, Ridgeville, St George and Harleyville, South Carolina to Moncks Corner, South Carolina. A peak storm total rainfall of 22.02 inches was recorded by a CoCoRaHS observer approximately 6.6 miles southwest of Moncks Corner, South Carolina. A daily record rainfall of 4.71 inches was also set on August 6th at the Charleston International Airport (KCHS). Despite a large amount of rain and flash flooding, storm surge/coastal flooding did not lead to mentionable impacts locally. The highest water level at the Charleston (CHTS1) tide gauge was 1.06 ft MHHW during the evening of August 5th. No injuries or fatalities occurred with flash flooding/flooding.||Several rainbands associated with Debby brought 8 tornadoes (4 EF1 and 4 EF0) across coastal counties of Southeast South Carolina during the night of August 5th into early August 6th, causing damage to numerous trees and many structures. An EF1 tornado in Berkeley County caused 2 minor injuries when a car was flipped by the tornado. A total of 2 minor injuries and no fatalities occurred with tornadoes.  ||Tropical storm force winds/gusts produced scattered tree damage and communication/power outages across several counties. One minor injury occurred when a tree fell down on a vehicle in Beaufort County, South Carolina. Strongest winds were recorded across coastal areas and nearby coastal waters. The highest sustained tropical storm wind (39 knots) and highest tropical storm wind gust (55 knots) occurred at Folly Beach South End (XFSE), South Carolina. Across nearby coastal waters, the highest sustained tropical storm wind (44 knots) and highest tropical storm wind gust (51 knots) occurred at the Edisto Buoy (41004). A total of 1 minor injury and no fatalities occurred by tropical cyclone winds.",A NWS employee reported water entering the back of several homes near Ashley Hall Road and St Julian Drive.
SOUTH CAROLINA,45,2024,Flash Flood,0,0,0,0,0.00K,32.8319,-80.0749,"Debby first developed into a tropical storm about 100 miles west-southwest of Key West, Florida late afternoon on August 3rd, then gradually strengthened to a strong tropical storm while tracking north across the eastern Gulf of Mexico on August 4th. Debby then reached hurricane force strength late on August 4th about 100 miles west-northwest of Tampa, before continuing a north-northeast track across the eastern Gulf of Mexico and eventually making landfall near the Big Bend area of Florida as a Category 1 Hurricane during the morning of August 5th. Debby continued inland and weakened to a tropical storm while tracking northeast across northern Florida later on August 5th, then continued a gradual weakening trend while tracking across Southeast Georgia as a tropical storm (45 mph) before slowly emerging off the Southeast Coast at tropical storm strength (40 mph) near Tybee Island, Georgia on August 6th. Debby then tracked east and farther offshore early August 7th, then turned north and became a strong tropical storm (60 mph) over the Gulf Stream later that morning, before taking a more north-northwest track back toward the Southeast Coast and making landfall near Awendaw/Bulls Bay, South Carolina as a tropical storm (50 mph) around 2 AM on August 8th. A minimum surface pressure of 994 mb was recorded at Sullivan���s Island (XSLV), South Carolina prior to Debby making landfall. After landfall, Debby continued on a north-northwest track across South Carolina as a tropical storm into mid day August 8th, before weakening to a depression later that day and continuing a north path across North Carolina and Virginia into early August 9th. ||Across Southeast South Carolina, the main impacts associated with Debby included flash flooding due to widespread heavy rainfall, several nighttime tornadoes within rainbands and scattered tree damage associated with near tropical storm force winds.  ||Prolonged heavy rainfall across Southeast South Carolina brought widespread flash flooding on August 5th and 6th, additional areas of flash flooding on August 7th, 8th and 9th, along with considerable and prolonged flooding of creeks, streams and main stem rivers for several days thereafter. Numerous homes and roads were flooded, leading to rescues and/or evacuations. Storm total rainfall amounts from August 4th to August 9th generally ranged between 4 to 22 inches with highest amounts across the Quad County Area (Berkeley, Dorchester, Charleston, Colleton) and particularly along a stretch from Summerville, Ridgeville, St George and Harleyville, South Carolina to Moncks Corner, South Carolina. A peak storm total rainfall of 22.02 inches was recorded by a CoCoRaHS observer approximately 6.6 miles southwest of Moncks Corner, South Carolina. A daily record rainfall of 4.71 inches was also set on August 6th at the Charleston International Airport (KCHS). Despite a large amount of rain and flash flooding, storm surge/coastal flooding did not lead to mentionable impacts locally. The highest water level at the Charleston (CHTS1) tide gauge was 1.06 ft MHHW during the evening of August 5th. No injuries or fatalities occurred with flash flooding/flooding.||Several rainbands associated with Debby brought 8 tornadoes (4 EF1 and 4 EF0) across coastal counties of Southeast South Carolina during the night of August 5th into early August 6th, causing damage to numerous trees and many structures. An EF1 tornado in Berkeley County caused 2 minor injuries when a car was flipped by the tornado. A total of 2 minor injuries and no fatalities occurred with tornadoes.  ||Tropical storm force winds/gusts produced scattered tree damage and communication/power outages across several counties. One minor injury occurred when a tree fell down on a vehicle in Beaufort County, South Carolina. Strongest winds were recorded across coastal areas and nearby coastal waters. The highest sustained tropical storm wind (39 knots) and highest tropical storm wind gust (55 knots) occurred at Folly Beach South End (XFSE), South Carolina. Across nearby coastal waters, the highest sustained tropical storm wind (44 knots) and highest tropical storm wind gust (51 knots) occurred at the Edisto Buoy (41004). A total of 1 minor injury and no fatalities occurred by tropical cyclone winds.","The water level on Church Creek near West Ashley was 6.51 ft and rising. Moderate flood stage is 6.5 ft. At 6.5 ft, water from the creek commonly impacts Crosstowne Church."
